species_id,volume,flower_color_free_text,color_category
12. R. hgrperboreas,1,no flower colour mentioned,UNKNOWN
20. R. pegaeus,1,no flower colour mentioned,UNKNOWN
27. R  sikldm ensis,1,no flower colour mentioned,UNKNOWN
5. R. brotherusii,1,no flower colour mentioned,UNKNOWN
3. R a n ch ed,1,no flower colour mentioned,UNKNOWN
19. R. palm atifldas,1,no flower colour mentioned,UNKNOWN
1. Ranunculus adoxifolius Hand.-Mazz. in Acta Hort. Gotob.  13:152.1939; Nai-,1,flowers yellow,YELLOW
"2. Ranunculus arvensis L., Sp. PI. 780.1753; Hook. f. & Thomson in FI. Brit. India",1,flowers pale greenish yellow,YELLOW
3. Ranunculus aucheri Boiss. in Ann. Sci. Nat. 351.1841 & Fl. Orient..1:34.1867.,1,no flower colour mentioned,UNKNOWN
"4. Ranunculus bikramii Aswal & Mehrotra in Indian J. For. 7:62 - 63, ff. 1-5.1984.",1,flowers yellow,YELLOW
"5. Ranunculus  brotherusii Frcyn in Bull. Herb. Boiss. 6:885.1898. R. ajfinis Hook,",1,flowers yellow,YELLOW
"6. Ranunculus cantoniensis DC., Prodr. 1: 43.1824. R. napaulensis DC., Prodr. 1:",1,flowers yellow,YELLOW
"7. Ranunculus diffusus DC., Prodr.  1: 38.1824; Hook. f. & Thomson in Fl. Brit.",1,flowers white or yellowish,WHITE
"8. Ranunculus felixii A. Leveille  in Fedde, Repert.  Spec. Nov. 12:281.1913 & Cat.",1,flowers yellow,YELLOW
9. Ranunculus flcariifolius A. Leveille  & Venoit in Bull. Soc. Bot. Fr. 51:289.1904.,1,flowers yellow,YELLOW
10. Ranunculus flavidus  (Hand.-Mazz.) C. Cook in Watsonia 5: 29.1963. Botra-,1,flowers yellow,YELLOW
"11. Ranunculus hirtellus Royle, Illus. Bot. Himal. 53.1834; Hook. f. & Thomson in",1,flowers yellow,YELLOW
"12. Ranunculus hyperboreus Rottb., Skrift. Kjoeb. Selsk. 10:458.1770; Hook. f. &",1,flowers yellow or whitish,WHITE
"13. Ranunculus laetus Wallich ex D. Don in Royle, Illus. Bot. Hiqial. 53.1834; Hook,",1,flowers yellow,YELLOW
"14. Ranunculus lingua L., Sp. PI. 775.1753; Hook. f. & Thomson in Fl. Brit. India",1,flowers bright yellow,YELLOW
"15. Ranunculus lobatus Cambess. in Jacquem., Voy. Bot. 5, t. IB. 1844; Hook. f. &",1,flowers yellow,YELLOW
16. Ranunculus munronianus J.R. Drumm. in Bull. Misc. Inf. Kew 1925:279.1925.,1,flowers yellow,YELLOW
"17. Ranunculus muricatus L., Sp. PI. 780.1753; Hook. f. & Thomson in F l Brit.",1,flowers yellow,YELLOW
18. Ranunculus  natans C.  Meyer  in  Ledeb. Fl. Alt. 2:315.1830. R. hyperboreus,1,flowers yellow,YELLOW
19. Ranunculus palmatifldus H. Riedl in Kew Bull. 34:362 - 363.1979.,1,no flower colour mentioned,UNKNOWN
"20. Ranunculus pegaeus Hand.-Mazz. in Acta Hort. Gotob. 13:141.1939; Hara, Fl.",1,flowers yellow,YELLOW
21. Ranunculus  pulchellus C. Meyer in Ledeb. Fl. Alt. 2:  333.  1830; Hook. f.  &,1,flowers yellow,YELLOW
"22. Ranunculus reniformis Wallich ex Wight & Arn., Prodr. 3.  1834; Hook. f. &",1,flowers yellow,YELLOW
23. Ranunculus rionii Lagger in Flora (Regensb.) 31:49.1848.,1,flowers white,WHITE
"24. Ranunculus rufosepalus Franch. in Ann. Sci. Nat. ser. 6,15:217.1883.",1,flowers yellow,YELLOW
"25. Ranunculus sardosus Crantz, Strip. Austr. 2: 84.1763; Mukherjee & Sinha in",1,flowers pale yellow,YELLOW
"26. Ranunculus scleratus L., Sp. PI. 776.1753; Hook. f. & Thomson in FI. Brit. India",1,flowers bright yellow,YELLOW
27. Ranunculus  sikkimensis Hand.-Mazz. in  Acta  Hort. Gotob. 13:155.1939. R.,1,flowers yellow,YELLOW
1856. R. peltatus Schrank subsp. sphaerospermus (Boiss. & Blanche) Miekle in Notes R.,1,flowers cream-white,WHITE
29. Ranunculus stewartii H. Riedl in Kew Bull. 34:364.1979.,1,flowers yellow,YELLOW
"30. Ranunculus subpinnatus Wight & Arn., Prodr. 4.1834; Hook. f. & Thomson in",1,flowers pale yellow,YELLOW
"31. Ranunculus  trichophyllus  Chaix in  Villars, Hist.  PI. Dauph.  1: 335.  1786. R.",1,flowers white,WHITE
"33. Ranunculus wallichianus Wight & Arn., Prodr. 4.1834; Hook. f. & Thomson in",1,no flower colour mentioned,UNKNOWN
26. Souliea Franchet,1,flowers white,WHITE
27. Thalictrum L.,1,no flower colour mentioned,UNKNOWN
4. T. dalzellil,1,no flower colour mentioned,UNKNOWN
20. T. Tirgatum,1,no flower colour mentioned,UNKNOWN
18. T. santculiforme,1,no flower colour mentioned,UNKNOWN
20. T. squamiferum,1,no flower colour mentioned,UNKNOWN
1. T. alpinism,1,no flower colour mentioned,UNKNOWN
8. T. folioloaum,1,no flower colour mentioned,UNKNOWN
10. T. minus,1,flowers greenish white,WHITE
17. T. nitilolium,1,no flower colour mentioned,UNKNOWN
3. T. cultratum,1,flowers white,WHITE
19. T. secundum,1,no flower colour mentioned,UNKNOWN
14. T. punduanum,1,no flower colour mentioned,UNKNOWN
13. T. platycarpum,1,no flower colour mentioned,UNKNOWN
"1. Thalictrum alpinum L., Sp. PI. 545.1753; Hook. f. & Thomson in Fl. Brit. India",1,no flower colour mentioned,UNKNOWN
"2. Thalictrum chelidonii DC., Prodr. 1:11.1824; Hook. f. & Thomson in Fl. Brit.",1,"sepals pink, lilac or purple",PINK
"3. Thalictrum cultratum Wallich, PI. Asiat. Rar. 2:26.1831; Hook. f. & Thomson",1,flowers greenish white,WHITE
"4. Thalictrum dalzellii Hook., Icon. PI. t. 868.1852; Hook. f. & Thomson in Fl. Brit.",1,flowers white,WHITE
"5. Thalictrum  elegans  Wallich ex Royle, Illus. Bot. Himal.  51.  1834; Hook.  f.  &",1,no flower colour mentioned,UNKNOWN
6. Thalictrum falconeri Lecoyer in Bull. Soc. Bot. Beige 24:192.1885.,1,no flower colour mentioned,UNKNOWN
"7. Thalictrum foetidum L., Sp. PI. 545.1753. T. minus var.foetidum (L.) Hook. f.",1,no flower colour mentioned,UNKNOWN
"8. Thalictrum foliolosum DC., Syst. Nat.  1:175.1818; Hook. f. & Thomson in Fl.",1,no flower colour mentioned,UNKNOWN
"9. Thalictrum javanicum Blume, Bijdr. 2.1825; Hook. f. & Thomson in Fl. Brit.",1,flowers white or purple,WHITE
"10. Thaiictrum minus L., Sp. PI. 546.1753; Hook. f. & Thomson in Fl. Brit. India 1:",1,flowers yellow,YELLOW
11. Thalictrum obovatum Blatter in J. Asiat. Soc. Beng. n. s. 26:339.1931.,1,flowers white,WHITE
12. Thalictrum pedunculatum Edgew. in Trans. Linn. Soc. 20:27.1846; Hook. f. &,1,flowers white,WHITE
13. Thalictrum platycarpum Edgew. in Trans. Linn. Soc. 20: 27.1846; Hook. f. &,1,flowers white,WHITE
"14. Thalictrum  punduanum  Wallich,  PI.  Asiat.  Rar.  2:  26.  1831;  Hook.  f.  &",1,flowers white,WHITE
"15. Thalictrum reniforme Wallich, PI. Asiat. Rar. 2:26.1831; Hook. f. & Thomson",1,no flower colour mentioned,UNKNOWN
"16. Thalictrum rostellatum Hook. f. & Thomson, Fl. Ind. 15.1855 & in Fl. Brit.",1,no flower colour mentioned,UNKNOWN
"17. Thalictrum rutifolium Hook. f. & Thomson, Fl. Ind.  14.1855 & in Fl. Brit. India",1,no flower colour mentioned,UNKNOWN
"18. Thalictrum saniculiforme DC., Prodr. 1:12.1824; Hook. f. & Thomson in Fl.",1,flowers white,WHITE
19. Thalictrum secundum Edgew. in Trans. Linn. Soc. 20:26.1846. T. pauciflorum,1,flowers purplish,PURPLE/BLUE
20. Thalictrum squamiferum Lecoyer in Bull. Bot. Soc. Bot. Belg. 26:229.1877.,1,no flower colour mentioned,UNKNOWN
"21. Thalictrum virgatum Hook. f. & Thomson, Fl. Ind.  14.1855 & Fl. Brit. India 1:",1,flowers white,WHITE
28. Trollius L.,1,flowers yellow,YELLOW
"1. Trollius acaulis Lindley, Bot. Reg. Misc. 56.1842; Hook. f. & Thomson in Fl.",1,flowers yellow-orange,YELLOW
"2. Trollius farreri Stapf in Bot. Mag. 152, t. 9143.1928.",1,flowers golden yellow,YELLOW
"3. Trollius pumilus D. Don, Prodr. Fl. Nep. 195.1825; Hook. f. & Thomson in Fl.",1,no flower colour mentioned,UNKNOWN
1974. T. pumilus D. Don subsp. normalis var. sikkimensis Bruehl in Ann. R. Bot. Gard.,1,flowers yellow,YELLOW
19. Circaeaster agrestis Maxim.: a. plant; b. cotyledons; c. leaf; d. flower; e. stamen;,1,sepals usually white,WHITE
1. Acrotrema  .,1,flowers white or yellow,WHITE
2. DilknJa,1,flowers white to reddish white,WHITE
3. Tetracera,1,no flower colour mentioned,UNKNOWN
1. Acrotrema Jack,1,flowers bright yellow,YELLOW
2. Dillenia L.,1,flowers white,WHITE
4. D. indica,1,no flower colour mentioned,UNKNOWN
3. D. bracteata,1,no flower colour mentioned,UNKNOWN
6. D. retusa,1,no flower colour mentioned,UNKNOWN
1. D. andamanica,1,no flower colour mentioned,UNKNOWN
"1. Dillenia andamanica C.E. Parkinson in Indian For. 61:425, t.29.1935. D.pilosa",1,flowers yellow,YELLOW
"2. Dillenia aurea J. E. Smith in Exot. Bot. 2: 65, t. 93.1806; Hook. f. & Thomson in",1,flowers yellow,YELLOW
"3. Dillenia bracteata Wight, Icon. 2:4, t.358.1840; Hook. f. & Thomson in Fl. Brit.",1,flowers yellow,YELLOW
1872. Fig. 22.,1,flowers white,WHITE
"5. Dillenia pentagyna Roxb., PI. Corom. 1:21, t.20.1795; Hook. f. & Thomson in Fl.",1,flowers bright yellow,YELLOW
"6. Dillenia retusa Thunb. in Trans. Linn. Soc. 1:200,1.19.1791; Hook. f. & Thomson",1,no flower colour mentioned,UNKNOWN
"7. Dillenia scabrella Roxb.  ex Wallich, PI. As. Rar.  1: 20, t. 22.  1830; Hook. f.  &",1,flowers bright yellow,YELLOW
3. Tetracera L.,1,flowers white or reddish white,WHITE
1. T. alcara,1,no flower colour mentioned,UNKNOWN
1. Tetracera akara (Burm. f.) Merr. in Philip. J. Sci. 19:366.1921. Calophyllum akara,1,"flowers white, turning maroon",WHITE
"2. Tetracera indica  (Houtt.  ex Christm.  &  Panz.) Merr., Interpr. Rumph. Herb.",1,flowers reddish white,WHITE
3. Tetracera sarmentosa (L.) Vahl subsp. andamanica (Hoogl.) Hoogl. in Blumea,1,flowers white or yellowish white,WHITE
"4. Tetracera scandens (L.) Merr., Interpr. Rumph. Herb. Amboin. 365.1917. Tragia",1,no flower colour mentioned,UNKNOWN
"1824. Shrubs, up to 2 m tall, or lianas, up to 30 m long. Leaves oblong to obovate, 6 -15 x",1,"flowers white, yellowish or reddish white",WHITE
1. Dillenia mansonii (Gage) Hoogl. in Blumea 7:83.1952. Wormia mansonii Gage,1,no flower colour mentioned,UNKNOWN
"2. Dillenia repanda Roxb., Fl. Ind. 2:652.1832.",1,usually white or red,WHITE
2. M khelia,1,flowers yellow,YELLOW
3. Pachylaraax,1,flowers white or reddish pink,WHITE
1. Magnolia L.,1,flowers variously coloured,RED
7. M. hodgsonli,1,no flower colour mentioned,UNKNOWN
4. M. globosa,1,no flower colour mentioned,UNKNOWN
10. M. pterocarpa,1,no flower colour mentioned,UNKNOWN
6. M. gustavii,1,no flower colour mentioned,UNKNOWN
1. Magnolia  andamanica  (King)  Raju & Nayar in Indian J. Bot. 3:  171.  1980.,1,sepals pinkish purple,PINK
"2. Magnolia campbelli Hook. f. & Thomson, Fl. Ind. 77.1855 & in Fl. Brit. India 1:",1,flowers yellow with white or purple base,WHITE
"1980. Manglietia caveana Hook. f. & Thomson, Fl. Ind. 76.1855 & in Fl. Brit. India 1;",1,flowers white,WHITE
"4. Magnolia globosa Hook. f. & Thomson, Fl. Ind. 77.1855 & in Fl. Brit. India 1:",1,flowers white or cream-coloured,WHITE
"5. Magnolia griffithii Hook. f. & Thomson, Fl. Ind. 77.1855 & in Fl. Brit. India 1:",1,flowers pale white to yellow,WHITE
"6. Magnolia gustavii King in Ann. R. Bot. Gard. Calc. 3:209, t. 61.1891; Raju in J.",1,no flower colour mentioned,UNKNOWN
7. Magnolia hodgsonii (Hook. f. & Thomson) Keng in Gard. Bull. Singapore 31(2):,1,flowers white or pale pink,WHITE
8. Magnolia hookeri (Cubitt & Smith) Raju & Nayar in Indian J. Bot. 3:171.1980.,1,"flowers white, turning to pale yellow",WHITE
"9. Magnolia insignis Wallich, Tent. Fl. Nep. 3, t.l. 1824 & in PI. Asiat. Rar. 2:78, t.",1,"flowers pale pink, petals white or pinkish",WHITE
"10. Magnolia pterocarpa Roxb., PI. Corom. 3:62, t. 266.1820. Liriodendron grandi-",1,flowers white,WHITE
11. Magnolia rabaniana (Hook. f. & Thomson) Raju & Nayar in Indian J. Bot. 3:,1,flowers white,WHITE
2. Michelia L.,1,no flower colour mentioned,UNKNOWN
"5. Carpels few, never more than 5",1,no flower colour mentioned,UNKNOWN
4. M. doltsopa,1,no flower colour mentioned,UNKNOWN
11. M. velutina,1,no flower colour mentioned,UNKNOWN
5. M. glabra,1,no flower colour mentioned,UNKNOWN
9. M. oblonga,1,no flower colour mentioned,UNKNOWN
3. M. champaca,1,no flower colour mentioned,UNKNOWN
6. M. ldsopa,1,no flower colour mentioned,UNKNOWN
7. M. mannU,1,no flower colour mentioned,UNKNOWN
10. M. punduana,1,no flower colour mentioned,UNKNOWN
1. Michelia baillonii (Pierre) Finet & Gagnepain in Mem. Soc. Bot. France 1(4):,1,flowers white,WHITE
"2. Michelia cathcartii Hook. f. & Thomson, Fl. Ind.  79.1855 & in Fl. Brit. India 1:",1,"flowers creamy-white, reddish when dry",WHITE
"3. Michelia champaca L., Sp. PI. 536.1753; Hook. f. & Thomson in Fl. Brit. India",1,"flowers pale yellow, becoming orange",YELLOW
"1824. Magnolia excelsa Wallich, Tent. Fl. Nep. 5:  t.2.1824. Michelia excelsa (Wallich)",1,flowers white,WHITE
"5. Michelia glabra Parment. in Bull. Soc. Fr. Belg. 27:214,283.1896. Michelia kingii",1,flowers white,WHITE
"6. Michelia kisopa Buch.-Ham. ex DC., Syst. Nat. 1:448.1818; Hook. f. & Thomson",1,"flowers pale yellow, rarely white",WHITE
"7. Michelia  mannii King in Ann. R. Bot. Gard. Calc. 3:218.1891; Kanjilal et al., Fl.",1,flowers white,WHITE
"8. Michelia  nilagirica  Zenk., PI. Ind. 21, t.30.1855; Hook. f. & Thomson in Fl. Brit.",1,flowers white,WHITE
"9. Michelia oblonga Wallich ex Hook. f. & Thomson, Fl. Ind.  81.1855 & in Fl. Brit.",1,flowers white,WHITE
"11. Michelia velutina DC., Prodr. 1:79.1824. M. lanuginosa Wallich, Tent. FI. Nep.",1,flowers pale white,WHITE
12. Michelia wardii Dandy in J. Bot. 65: 222.1929.,1,flowers cream-coloured,RED
3. Pachylarnax Dandy,1,flowers yellow or cream-coloured,YELLOW
1. Illicium cambodianum Hance in  J. Bot. 14: 240.  1876; Subbarao & Kumari in,1,flowers pink,PINK
"2. Illicium griffithii Hook. f. & Thomson, Fl. Ind.  74.1855 & in Fl. Brit. India 1:",1,no flower colour mentioned,UNKNOWN
3. Illicium manipurense Watt ex King in Ann. R. Bot. Gard. Calc. 3:200.1891.,1,no flower colour mentioned,UNKNOWN
"4. Illicium simonsii Maxim, in Bull.  Acad. Sci. St. Petersb. 32.480.1888.1, fargesii",1,no flower colour mentioned,UNKNOWN
1. Kadfcura,1,no flower colour mentioned,UNKNOWN
2. Schisandra,1,no flower colour mentioned,UNKNOWN
1. Kadsura Juss.,1,flowers white or light yellowish,WHITE
2. Schisandra Michx.,1,flowers yellow or reddish,YELLOW
2. S.  neglecta,1,flowers white or pale,WHITE
1. S. grandiflora,1,flowers red or scarlet,RED
"1872. Kadsura grandiflora Wallich, Tent. Fl. Nep. 10,1.14.1824.",1,flowers white or pale pink,WHITE
2. Schisandra neglecta  A.C. Smith in Sargentia  7:  127.1947.  S.  elongatum auct.,1,flowers yellowish,YELLOW
3. Schisandra plena A.C. Smith in Sargentia 7:154.1947.,1,no flower colour mentioned,UNKNOWN
4. Schisandra propinqua  (Wallich) Baill. ex A.C. Smith in Sargentia  7:149.1947.,1,flowers yellowish or dull scarlet,YELLOW
"5. Schisandra rubriflora Rehder & Wilson in Sargent, PI. Wils.  1:  412.1913.  S.",1,flowers brownish red,RED
1. Annonineae,1,no flower colour mentioned,UNKNOWN
2. Mlllnseae,1,no flower colour mentioned,UNKNOWN
5. Uvarieae,1,no flower colour mentioned,UNKNOWN
4. Unoneae,1,no flower colour mentioned,UNKNOWN
6. Xylopieae,1,no flower colour mentioned,UNKNOWN
3. Mitrephoreae,1,no flower colour mentioned,UNKNOWN
4. Orophea,1,no flower colour mentioned,UNKNOWN
2. Alphonsea,1,no flower colour mentioned,UNKNOWN
3. M iliusa,1,no flower colour mentioned,UNKNOWN
9. Pseud uvaria,1,no flower colour mentioned,UNKNOWN
8. Popowia,1,no flower colour mentioned,UNKNOWN
6. Goniothalamus,1,no flower colour mentioned,UNKNOWN
7. Mitrephora,1,no flower colour mentioned,UNKNOWN
13. Desmos,1,no flower colour mentioned,UNKNOWN
10. Artabotrys,1,no flower colour mentioned,UNKNOWN
12. Cyathocalyx,1,no flower colour mentioned,UNKNOWN
11. Cananga,1,no flower colour mentioned,UNKNOWN
16. M ezzettia,1,no flower colour mentioned,UNKNOWN
15. M elogyne,1,no flower colour mentioned,UNKNOWN
17. Polyalthia,1,no flower colour mentioned,UNKNOWN
21. U varb,1,no flower colour mentioned,UNKNOWN
19. Sageraea,1,no flower colour mentioned,UNKNOWN
20. Trivalvaria,1,no flower colour mentioned,UNKNOWN
24. Xyiopia,1,no flower colour mentioned,UNKNOWN
23. Fbebtigm a,1,no flower colour mentioned,UNKNOWN
1. Annona L.,1,no flower colour mentioned,UNKNOWN
1. A. cherim ola,1,no flower colour mentioned,UNKNOWN
4. A. reticulata,1,no flower colour mentioned,UNKNOWN
"1. Annona cherimola  Miller, Gard. Diet, ed.8, no.5.1768.",1,"greenish yellow or rufous on upper surface, pale yellow or whitish inside, purple at base",WHITE
"2. Annona glabra L., Sp. PI. 537.1753; Bailey, Cycl. Hort. 1: 293.1958; Kadavil &",1,flowers cream-coloured with reddish and yellow patches,YELLOW
"3. Annona muricata L., Sp. PI. 1:536.1753;",1,flowers yellow,YELLOW
"4. Annona reticulata L., Sp. PI. 1:573.1753; Hook. f. & Thomson in Fl. Brit. India",1,no flower colour mentioned,UNKNOWN
"5. Annona squamosa L., Sp. PI. 1:537.1753; Hook. f. & Thomson in Fl. Brit. India",1,"greenish white or yellow, reddish at base inside",WHITE
2. Alphonsea Hook. f. & Thomson,1,no flower colour mentioned,UNKNOWN
4. A. ventricosa,1,no flower colour mentioned,UNKNOWN
"1. Alphonsea lutea (Roxb.) Hook. f. & Thomson, Fl. Ind.  153.1855 & in Fl. Brit.",1,no flower colour mentioned,UNKNOWN
"2. Alphonsea madraspatana Beddome, Icon. PI. Ind. Or. t. 92.1868 -1874; Hook,",1,flowers bright yellow,YELLOW
"3. Alphonsea sclerocarpa Thwaites, Enum. PI. Zeyl. 11.1858; Hook. f. & Thomson",1,no flower colour mentioned,UNKNOWN
"4. Alphonsea ventricosa (Roxb.) Hook. f. & Thomson, Fl. Ind.  152.1855 & in Fl.",1,flowers greenish white,WHITE
3. Miliusa Leschen. ex DC.,1,no flower colour mentioned,UNKNOWN
3. M. eriocarpa,1,no flower colour mentioned,UNKNOWN
5. M. indica,1,no flower colour mentioned,UNKNOWN
10. M. nilagirica,1,no flower colour mentioned,UNKNOWN
7. M. macrocarpa,1,no flower colour mentioned,UNKNOWN
4. M. globosa,1,no flower colour mentioned,UNKNOWN
1. Miliusa andamanica (King) Finet & Gagnepain in Bull. Soc. Bot. Fr. 53(4): 151.,1,no flower colour mentioned,UNKNOWN
2. Miliusa dolichantha Craib in Bull. Misc. Inf. Kew 1920:108.1920.,1,no flower colour mentioned,UNKNOWN
"3. Miliusa eriocarpa Dunn in Gamble, Fl. Pres. Madras 1:21.1915. Miliusa indica",1,flowers greenish pink,PINK
4. Miliusa globosa (DC.) Panigr. & S. C. Mishra in Taxon 33:713.1984. Guatteria,1,flowers blood red with dark veins,RED
"5. Miliusa indica Leschen. ex  DC. in Mem. Soc. Phys. & Hist. Nat. Geneve 5:213,",1,no flower colour mentioned,UNKNOWN
6. Miliusa longiflora (Hook. f. & Thomson) Finet & Gagnepain in Bull. Soc. Bot.,1,no flower colour mentioned,UNKNOWN
"7. Miliusa macrocarpa Hook. f. & Thomson, Fl. Ind.  150.1855 & in Fl. Brit. India",1,flowers pink with reddish brown veins,PINK
"8. Miliusa montana Gard. ex Hook. f. & Thomson, Fl. Ind.  148.1855; Beddome,",1,flowers white,WHITE
9. Miliusa mufceijeeana D. Mitra & P. Chakrab. in Bull. Bot. Surv. India  (ined.),1,flowers greenish yellow,YELLOW
"10. Miliusa  nilagirica Beddome, Icon. Pi. Ind.  Or.  t. 88.  1868  74; Hook. f.  &",1,flowers purplish green,PURPLE/BLUE
"11. Miliusa tectona Hutch,  ex C.E. Parkinson, For.  Fl. Andaman Isl.  75.  1923.",1,no flower colour mentioned,UNKNOWN
1948. Hindi:  Jungli-saguan.,1,no flower colour mentioned,UNKNOWN
"1906. Uvaria tomentosa Roxb., PI. Corom. 1: t.35.1795 & Fl. Ind. 2:667.1832. Saccope-",1,no flower colour mentioned,UNKNOWN
"13. Miliusa velutina (Dunal) Hook. f. & Thomson, Fl. Ind.  151.1855 & in Fl. Brit.",1,flowers pale yellow or greenish,YELLOW
"14. Miliusa wightiana Hook. f. & Thomson, Fl. Ind.  149.1855 & in Fl. Brit. India",1,flowers pink,PINK
4. Orophea Blume,1,no flower colour mentioned,UNKNOWN
84. Flowers and pedicels densely brown tomentose;  ripe carpels not curved,1,no flower colour mentioned,UNKNOWN
1. Orophea  erythrocarpa Beddome in Trans. Linn. Soc. Lond. 20:  5.1846 &  in,1,no flower colour mentioned,UNKNOWN
"2. Orophea hexandra Blume, Bijdr.  1:18.1825. O. acuminata  DC. in Mem. Soc.",1,no flower colour mentioned,UNKNOWN
"3. Orophea katschallica Kurz in J. Bot. 4:323 - 324.1875, emend. Thoth. in Indian",1,flowers creamy white,WHITE
4. Orophea  monosperma  (Kurz)  Craib  in Bull.  Misc.  Inf.  Kew  1915:  434.  1915.,1,flowers reddish green to greenish yellow,YELLOW
5. Orophea  polycarpa  DC.  in Mem.  Soc. Phys.  Geneve 5: 39.1832; Hook. f. &,1,flowers greenish yellow,YELLOW
