species_id,volume,raw_text,flower_color_free_text
9. Cousinia  Cass.,12,"Herbs, thistle-like. Leaves alternate, toothed, lobedorpinnatisect, spinescent. Heads homogamous, globose, ovoid or oblong, solitary or crowded, rarely corymbose. Flowers white or purple, all similar, usually bisexual, tubular; limb cylindric, slender, usually unequal, 5-fid. Involucral bracts many-seriate, appressed with long, erect, spreading or recurved, spinous tips; inner erect, slender, scarious. Receptacle flat, densely bristly. Filaments glabrous; anther bases sagittate; auricles connate; tails branched or villous. Style arms narrow, short or long. Achenes, usually obovate or oblong, compressed, glabrous, 5-many ribbed. Pappus hairs 1-seriate, slender or flattened, simple, free, caducous, rarely absent. 1995] ASTERACEAE 173 5cm Fig. 49. Cirsium wallichii DC. var. wallichii : a. Habit; b. Floret. 174 FLORA OF INDIA [VOL. 12 E. Mediterranean to C. Asia; ca 400 species, 5 in India. Literature. RECHINGER, K.H. (1972) Flora Iranica 90 (1,5): 1-329. SCHTEPA, I.S. (1962). Palynological data for the Systematics of the genus Cousinia Cass. Pollen et Spores 4(2):375. KEY TO THE SPECIES la. Bristles of receptacle quite smooth b. Bristles of receptacle more or less rough 2a. Pappus present, scabrid b. Pappus absent or very short 3a. Heads fascicled; involucral bracts straight b. Heads not fascicled; involucral bracts spreading or recurved 4a. Branches spinous winged b. Branches not winged",flowers white or purple
4. C.  prolifera,12,2 3 4,no flower colour mentioned
5. C.  thomsonii,12,3 . C. microcarpa,no flower colour mentioned
"1. Cousinia  auriculata  Boiss.,  Fl.  Diagn.  Ser.  2,  3:  58.  1856; Hook.f.,  Fl.  Brit.",12,"India 3: 360. 1881. Herbs, perennial, corymbosely branched, 10-30 cm high; stems cottony. Radical leaves oblong-ovate, obtuse, serrulate at margins; cauline ovate or ovate-lanceolate, sinuate or pinnatifid, tip and lobes strongly spinescent. Heads solitary, 2.5-5.0 cm across, peduncled. Involucral bracts 1.8-3.8 cm long; spines very long, stout, spreading and recurved, keeled, deeply channelled above; inner narrowly oblanceolate, aristate, scarious, erect, shining, serrulate above at margins. Receptacular bristles slender, scabrid above, twisted below. Fl. & Fr. June - Aug. Distrib. India: W. Himalayas. Jammu & Kashmir. Afghanistan and Pakistan.",no flower colour mentioned
"2. Cousinia  falconeri  Hook.f.,  Fl.  Brit.  India  3:  360.  1881.",12,"Herbs, stout, erect, cottony, branched. Basal leaves pinnatifid or half-pinnatifid, cobwebby above, densely white tomentose beneath; segments horizontal, triangular or lanceolate, simple or lobulate, spinescent at tip and lobes. Heads solitary or fascicled, 1.2-6.2 cm across, sessile or subsessile. Involucral bracts numerous, subulate-lanceolate, 2.5-3.5 cm long, woolly, spiny; inner linear, aristate, scarious, shining. Receptacular hairs scabrid above. Fl. & Fr. June - Aug. Distrib. India: W. Himalayas, ca 3600 m. Jammu & Kashmir. 1995] ASTERACEAE 175",no flower colour mentioned
"3. Cousinia  microcarpa  Boiss.,  Diagn.  PI.  Or.  Ser.  2,  3:  59.  1856;  Hook.f.,  Fl.",12,"Brit. India 3: 360. 1881. Herbs, biennial, slender, 15-50 cm high; stems dichotomously, corymbosely branched; branches spinuous winged. Radical leaves runcinate or lyrate runcinate- pinnatifid, glabrate above, cottony beneath; segments toothed; cauline linear-oblong, irregularly pinnatifid and toothed sessile; lobes and teeth spinescent. Heads globose, ca 2.5 cm across, peduncled. Involucral bracts triangular-lanceolate, ca 1.2 cm long, cobwebby, ending in very stout, spreading, flat, keeled spines; innermost narrowly spathulate, scarious, shining, apiculate, serrate above. Receptacular bristles scabrid. Corolla purple, ca 1.5 cm long. Achenes oblong-ovate, ca 3 mm long. Pappus absent. Fl. & Fr. June - Aug. Distrib. India: Jammu & Kashmir. Afghanistan and Persia.",flowers purple
"4. Cousinia  prolifera  Jaub.  & Spach.,  111. PI.  Or.  2: 75.  t.  157.  1845.  C.  minuta",12,"Boiss., Diagn. Ser. 1, 6: 119. 1845; Hook.f., Fl. Brit. India 3: 359. 1881. Annuals, small, rigid with spreading or decumbent, dichotomous branches. Basal leaves oblong or lanceolate, sinuate-pinnatifid, 8-10 x 2-4 cm, membranous, hoary, cobwebby on both surfaces, sessile. Heads globose, many ca 2 cm across, terminal and in forks. Involucral bracts 15-20, triangular-lanceolate, stout, stellately spreading, recurved. Receptacular bristles smooth. Flowers yellow, ca 7 mm long. Achenes obovoid, compressed, 5-7-angled, ca 2 mm long, truncate with a crenulate ring; angles subcrenate. Pappus deciduous; hairs scabrid. Fl. & Fr. June - Aug. Distrib. India: Jammu & Kashmir and Rajasthan. Afghanistan, Pakistan, Iran and C. Asia.",flowers yellow
"5. Cousinia thomsonii C.B. Clarke,  Comp. Ind. 213.  1876; Hook.f.,  Fl. Brit. India",12,"Fig. 50. 3: 360. 1881. Herbs, perennial, ca 30 cm high, stout, erect, cottony, branched. Radical leaves deeply interruptedly pinnatifid, 12.5-25.0 x 1.8-3.0 cm, cobwebby above, densely white tomentose beneath; segments horizontal, triangular, with a stout nerve and long spine, sometimes forked or 3-sect at base; lobes divaricating; midrib stout, glossy; cauline ovate-lanceolate, with spiny tips and lobes, sessile or auricled. Heads 2.5-5.0 cm across, 176 FLORA OF INDIA [VOL. 12 Fig. 50. Cousinia thomsonii C.B. Clarke : a. & b . (a. Portion of a plant; b . Portion of a plant with inflorescence); c. Involucral bracts, d. Floret. 1995] ASTERACEAE 177 peduncled, suberect ornodding. Involucral bracts many triangular-lanceolate, 1.0-3.5 cm long, woolly, spiny at tip; outer recurved. Receptacular bristles ca 1.5 cm long, scabrid above. Corolla purplish, glabrous, 1.2-1.6 cm long. Achenes obovoid, glabrous. Pappus scabrid. Fl. & Fr. June - Sept. Distrib. India: W. Himalayas, 3000-4200 m. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. Afghanistan, Pakistan and Nepal.",corolla purplish
10. Crupina  (Pers.)  DC.,12,"Herbs, annual, erect, corymbosely branched above. Leaves alternate; basal simple; caulinepinnatisect. Heads heterogamous. Involucral bracts imbricate, oblong-lanceolate, acute. Receptacular scales linear-subulate. Ray florets sterile. Disk florets hermaphrodite. Filaments glabrous. Achenes obovate, distally more villous; outer epappose; inner with 2 rows of pappus hairs. S. Europe to Iran; 4 species, 1 in India. Crupina vulgaris Cass., Diet. Sc. Nat. 12: 68. 1818; Kaul in Bull. Bot. Surv. India 18: 224. 1976. Herbs, 50-80 cm high; stems slender, branched, narrowly grooved. Leaves pinnately cut into linear segments, sessile. Heads in apical, branched, leafless cymes, narrowly cylindrical, upto 3 cm long. Involucral bracts many-seriate; outermost 0.4-1.7 cm long, fine tipped, papery; middle distinctly veined. Stamens syngenesious forming a tube round the style. Achenes deep brown, 3-4 mm long. Pappus hairs brown, equalling or exceeding the achenes. Fl. & Fr. May - July. Distrib. India: Jammu & Kashmir and Gujarat. Europe.",no flower colour mentioned
11. Echinops  L.,12,"Herbs, with white tomentum, thistle-like. Leaves alternate, pinnatifid, spinous. Heads blue or white, globose, sessile or short peduncled, 1-flowered. Flowers bisexual, all fertile; tube slender; limb with 5, slender segments. Involucral bracts many-senate, rigid, 178 FLORA OF INDIA [VOL. 12 pungent; innermost lanceolate or linear, sometimes all connate into a tube with one rigid spine on outer side. Receptacle minute. Filamets glabrous; anther bases sagittate; auricles connate; tails short, entire or fimbriate. Style arms thick, with a thick basal ring. Achenes usually villous. Pappus crown of many short, free or connate bristles. Europe, Africa, Asia; ca 100 species, 3 in India. Note. Several species of Echinops are cultivated and are known as ""Globe Thistles"". Literature. BUNGE, A. (1863). Ueber die Gattung Echinops. Bull. Acad. St. Peterb. 6: 390-412. KEY TO THE SPECIES la. Heads usually 2.5-3.5 cm across b. Heads usually 6-7.5 cm across 2a. Leaves very narrow, much divided; lobes narrow; inner involucral bracts ca 2.5 cm long when",flowers blue or white
2. E.  echinatus,12,2 mature; outer involucral bracts few,no flower colour mentioned
3. E.  niveus,12,"b. Leaves ovate-oblong, broad; lobes broad; inner involucral bracts ca 1.6 cm long when mature; outer involucral bracts numerous",no flower colour mentioned
"1. Echinops cornigerus  D C ,  Prodr.  6: 525.  1838; Hook.f.,  Fl. Brit.  India 3: 358.",12,Fig. 51.,no flower colour mentioned
"1881. Annuals,  erect,  simple,  stout;  stems  very  leafy.  Leaves  ovate-oblong  or  oblong,",12,"pinnatifid or pinnate, 10-20 cm long, cobwebby above, densely cottony beneath; segments deeply lobulate; lobules spinescent. Heads ca 6-7.5 cm across with or without projecting spines; peduncles stout. Outer involucral bracts narrowly oblanceolate, glabrous, surrounded by ca 2.5 cm long bristles; inner connate, ca 1.6 cm long when mature. Achenes narrowly obconic, ca 8 mm long, villous. Fl & Fr. July - Sept. Distrib. India: W. Himalayas, on open shady slopes, 2400-3300 m. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. Pakistan, Nepal and Afghanistan.",no flower colour mentioned
"2. Echinops  echinatus  Roxb.,  Fl.  Ind.  3:  447.  1832;  Hook.f.,  Fl.  Brit.  India  3:",12,"58. 1881. Hindi: Utakanta, Gokru; Mar.: Utanti; Sans.: Kantalu, Utati. Annuals, 30-60 cm high, branched from base; branches wide spreading. Leaves oblong, pinnatifid, 7.5-20 cm long sessile; lobes triangular or oblong, sinuate, spinescent. 1995] ASTERACEAE 1cm * Fig. 51.*Echinops cornigerus DC. : a. Habit; b. Floret. 180 FLORA OF INDIA [VOL.12 spines often ca 4 cm long. Heads white 2.5-3.5 cm across, with many stout spines; spines 1.5-3.5 cm long. Involucre surrounded by strong, white bristles; outer involucral bracts 6-8, oblanceolate, glabrous; inner ca 8 mm long. Achenes obconic, ca 4 mm long, silky villous. Fl. & Fr. March - Sept. Distrib. India: Almost throughout, ascending to ca 1600 m. Jammu & Kashmir, Himachal Pradesh, Uttar Pradesh, Rajasthan, Bihar, W^Bengal, Madhya Pradesh, Andhra Pradesh, Tamil Nadu, Karnataka and Maharashtra. Afghanistan, Pakistan and Myanmar. Note. Common weed of open waste places and cultivated fields. Plants are used in hoarse cough and hysteria; powdered roots mixed with acacia gum, is applied to kill hair lice.",no flower colour mentioned
"3. Echinops  niveus  Wallich  ex D C ,  Prodr.  6.  526.  1838; Hook.f.  Fl.  Brit.  India",12,"3: 359. 1881. Hindi: Brham Danda. Herbs, erect; stems simple or branched; branches densely cottony. Leaves bipinnatifid, 7.5-20.5 cm long, densely cottony beneath; segments narrow with long spines, revolute. spinulose at margins. Heads 3.5-7.5 cm across; spines usually included. Outer involucral bracts oblanceolate, spinescent; inner connate, ca 2.5 cm long. Achenes ca 3 mm long, hairy, crowded with pappus. Pappus ca 1 cm long. Fl. & Fr. Sept. - Feb. Distrib. India: W. Himalayas, on open dry sunny slopes, 1300-2800 m. Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh.",no flower colour mentioned
12. Goniocaulon  Cass.,12,"Annual, erect, glabrous, branched; stems 4-8-angled. Leaves alternate, narrow, toothed. Heads homogamous, oblong, fascicled, corymbose. Flowers all bisexual, fertile, similar tube slender; limb longer, cylindric, 5-fid almost to middle. Involucral bracts pale, many-seriate, narrow, rigid, acute, erect, not spinescent; outer gradually shorter. Receptacle very narrow, paleaceous. Filaments hairy; anther bases sagittate, connate; tails short. Style arms filiform. Achenes oblong, many-ribbed, glabrous. Pappus scales many- seriate, very unequal. 1995] ASTERACEAE 181 Indo Malayan; One species. / Goniocaulon glabrum Cass, in Bull. Soc. Philom. 34. 1817. G. indicum C.B. Clarke, Comp. Ind. 236. 1876. Amberboa indica D C , Prodr. 6: 558. 1838; Hook.f., Fl. Brit. India 3: 377. 1881. Herbs, 30-90 cm high, erect; branches ribbed, simple below, corymbose above. Leaves linear-obovate or subspathulate, toothed at margins, narrowed at base, 5-10 cm long, halfamplexicaul, sessile. Heads narrow, fascicled in compound corymbs, 1.2-1.6 cm across, pedicelled. Corolla rose-purple, ca 5 mm long. Fl. & Fr. Jan. - March. Distrib. India: Uttar Pradesh, Bihar, W. Bengal, Madhya Pradesh and Maharashtra. Note. Ocasionally found in cultivated lands, often gregarious on black soil.",flowers rose-purple
13. Hemistepta  Bunge  ex  Fischer  et  Mey,12,"Herbs, tall, leafy, simple below, corymbosely branched above. Basal leaves lyrate- pinnatifid. Heads in large open panicled corymbs, long peduncled. Involucral bracts glabrate, many-seriate. Receptacle densely bristly, flat or convex. Filaments free, glabrous; -anther bases sagittate. Style arms linear. Achenes smooth. Pappus hairs 1-2- seriate; inner feathery. China, Japan, Nepal and Bangladesh; One in India. Hemistepta lyrata Bunge ex Fischer et Mey. in Index Sem. Hort. Bot. Petrop. 2: 38. 1835. Saussurea affinis Spreng. ex D C , Prodr. 6: 540. 1838; Hook.f., Fl. Brit. India 3: 373. 1881. Herbs, upto 2.5 m tall. Basal leaves lyrate-pinnatifid, 10-20 cm, glabrous or puberulous above, cottony beneath, petioled; cauline sinuate lobed or entire, sessile. Heads in large panicled corymbs, ca 1-2.5 cm across, long peduncled; peduncles 5-11 cm long. Involucral bracts glabrate; outer ovate, obtuse or acute; inner lanceolate, acuminate, pale, rarely cottony. Corolla pale red, very slender, ca 8 mm long. Anther lis short, fimbriate. Receptacle bristles long. Achenes obovoid, ca 2 mm long, smooth, bed, l*P contracted. Pappus hairs white, ca 3 mm long, very slender; outer pappus absent. Fl. & Fr. Feb. - May. Distrib. India: Arunachal Pradesh, Assam, Manipur, Uttar Pradesh, W. Bengal and 182 FLORA OF INDIA [VOL. 12 Nepal, Myanmar, Bangladesh, China, Japan and E. Australia.",corolla pale red
14. Jurinea  Cass.,12,"Herbs, annual or perennial. Leaves entire, toothed, orpinnatifid, rarely armed, more or less tomentose. Heads homogamous. Flowers purple, all bisexual; tube slender; limb elongate, 5-fid to middle or lower. Involucral bracts many-seriate, imbricate; outer shorter; innermost narrow, erect. Receptacle flat, densely bristly. Filaments free, glabrous; anther bases sagittate; auricles usually connate; tails elongate. Style arms short. Achenes 4-5-angled, glabrous, smooth or 1-3-ribbed. Pappus hairs many-seriate, simple, barbellate or feathery. C. Europe, Mediterranean region to China, C. Asia; ca 100 species, 2 in India. Literature. ILJIN, M.M. (1925). Revision of Turkistan species of the genus Jurinea Cass. Trans. Sci. Soc. Turkest. 2: 1-28. PI. 1-10. (In Russian). Note. Some of the species of Jurinea have been treated under Dolomiaea DC. and Diplazoptilon Liang. As the author could not examine the type/authentic material of these genera the species treated under Dolomiaea and Diplazoptilon by different authors are treated here under Jurinea only. KEY TO THE SPECIES la. Leaves cottony above; pappus brown b. Leaves scabrid above; pappus whitish",flowers purple
1. Jurinea  cooperi  Anthony  in  Notes  Roy.  Bot.  Gard.  Edinb.  18: 21. 1933.,12,"Herbs, perennial, stemless; roots long, woody, branched. Radical leaves rosulate, lanceolate or oblanceolate, runcinate-pinnatifid, 9-15 x 4-7 cm; lobes, irregular, denticulate, shortly mucronate, upper surface green, scabrid, white tomentose beneath; petiole 1-3 cm long hispid. Heads many (4-10), sessile, crowded ca 2 cm across. Involucral bracts ca 5-seriate, margins of upper halves hispid; outer lanceolate, acute, 1-2 cm long, 4 mm broad; inner narrowly lanceolate, ca 2 cm long, 2 mm broad, obtuse. Receptacular bristles subulate, 3-5 mm long. Florets purple, ca 2 cm long; corolla tube 1.5 cm long; limb 5 mm long. Achenes (immature) quadrangular, ca 4 mm long. Pappus multiseriate, almost plumose, white, ca 2 cm long. Fl. & Fr. Aug. - Sept. Distrib. India: E. Himalayas, ca 4,3000 m, amongst rocky boulders. Sikkim. China and Tibet. 1995] ASTERACEAE 183 Note. Some authors treat this species as Diplazoptilon cooperi (Anth.) Shih.",flowers purple
"2. Jurinea  dolomiaea  Boiss.,  Fl.  Or.  Suppl.  311.  1888.  Carduus  macrocephalus",12,"Wallich, Cat. 100 n. 2904. 1831 (nom. nud.). Dolomiaea macrocephala Royle, 111. Bot. Himal. 251. t. 57. 1835. Jurinea macrocephala (Royle) C.B. Clarke, Comp. Ind. 237. Fig. 52. 1876, (non D C ) ; Hook.f., Fl. Brit. India 3: 378. 1881. Stemless perennials; rootwoody. Leaves oblong-lanceolate, pinnate orpinnatifid, 15- 45 x 3.5-17.5 cm, cottony or cobwebby above, thickly white tomentose beneath; lobes broad, lobulate orpinnatifid, denticulate; teeth acute or mucronate. Heads many (3-30), 1.5-2.5 cm across, sessile or short peduncled; peduncles stout, tomentose, often cottony at base. Involucral bracts 1.8-3.5 cm long; outer ovate-lanceolate; inner elliptic- lanceolate, long acuminate, scabrid or smooth, erect, scarious. Receptacular bristles united ;nto laciniate cup, bristles much shorter than achenes. Corolla 2.5-3 cm long. Anther tails lacerate. Achenes cuneate-obovate, ca 6-8 mm long, curved, compressed, unequally 4-5-angled, truncate, tubercled. Pappus brown, ca 2.5 cm long, copious, brown, cohering at base. Fl. & Fr. June - Sept. Distrib. India: W. Himalayas, Jammu & Kashmir, Himachal Pradesh and Uttar Pradesh. Nepal and China. Note. According to Hara et al. (1982) J. macrocephala D C , Prodr. 6: 674. 1838 is based on a plant from Iran. The style branches of J. dolomiaea are long. Some authors treat this species as Dolomiaea macrocephala DC. Aswal & Goel (Indian J. For. 11(4): 339. 1988) have proposed a transfer of this species under Jurinella macrocephala (Royle) Aswal et Goel. EXCLUDED SPECIES Jurinea gnaphalioides Klatt. in Sitzungshb. Munch. Akad. 96. 1878. Jurinea himalaica Stewart in Nasir et Ali, Ann. Cat. Vas. PI. W. Pak. 757. 1972. Jurinea modesta Boiss., Diagn. Ser. 2, 3: 50. 1856. Jurinea rosulata Klatt. in Sitzungsb. Munch. Akad. 96. 1878. inere are no specimens available in Indian herbaria, for the above mentioned species. 184 FLORA OF INDIA [VOL. 12 Fig, 52. Jurinea dolomiaea Boiss/.a. Habit. 19951 ASTERACEAE 185",no flower colour mentioned
